t[us];I[A];U[V];P[W];calka
776;37,01;3,346;123,84;61,92
777;36,61;3,386;123,96;61,98
778;36,61;3,425;125,39;62,7
779;36,61;3,386;123,96;61,98
780;36,61;3,346;122,5;61,25
781;36,61;3,346;122,5;61,25
782;36,61;3,346;122,5;61,25
783;36,61;3,386;123,96;61,98
784;36,61;3,386;123,96;61,98
785;36,61;3,346;122,5;61,25
786;36,61;3,386;123,96;61,98
787;36,61;3,346;122,5;61,25
788;36,61;3,346;122,5;61,25
789;36,61;3,386;123,96;61,98
790;36,61;3,346;122,5;61,25
791;37,01;3,386;125,32;62,66
792;36,61;3,346;122,5;61,25
793;36,61;3,386;123,96;61,98
794;36,61;3,386;123,96;61,98
795;36,61;3,346;122,5;61,25
796;36,61;3,386;123,96;61,98
797;36,61;3,346;122,5;61,25
798;36,61;3,386;123,96;61,98
799;36,22;3,386;122,64;61,32
800;36,61;3,346;122,5;61,25
801;36,61;3,386;123,96;61,98
802;36,61;3,346;122,5;61,25
803;36,61;3,346;122,5;61,25
804;36,61;3,386;123,96;61,98
805;36,61;3,386;123,96;61,98
806;37,01;3,346;123,84;61,92
807;36,61;3,346;122,5;61,25
808;36,61;3,386;123,96;61,98
809;36,61;3,386;123,96;61,98
810;36,61;3,346;122,5;61,25
811;37,01;3,268;120,95;60,48
812;36,61;3,346;122,5;61,25
813;36,61;3,346;122,5;61,25
814;36,61;3,346;122,5;61,25
815;36,61;3,346;122,5;61,25
816;36,61;3,268;119,64;59,82
817;36,61;3,346;122,5;61,25
818;36,61;3,386;123,96;61,98
819;36,61;3,346;122,5;61,25
820;36,61;3,386;123,96;61,98
821;36,61;3,346;122,5;61,25
822;36,61;3,386;123,96;61,98
823;36,61;3,386;123,96;61,98
824;36,61;3,386;123,96;61,98
825;36,61;3,386;123,96;61,98
826;36,61;3,268;119,64;59,82
827;36,61;3,386;123,96;61,98
828;36,61;3,386;123,96;61,98
829;36,22;3,386;122,64;61,32
830;36,61;3,386;123,96;61,98
831;36,61;3,346;122,5;61,25
832;36,61;3,346;122,5;61,25
833;36,61;3,386;123,96;61,98
834;36,61;3,386;123,96;61,98
835;36,61;3,346;122,5;61,25
836;36,61;3,346;122,5;61,25
837;36,61;3,386;123,96;61,98
838;36,61;3,386;123,96;61,98
839;36,61;3,386;123,96;61,98
840;36,61;3,346;122,5;61,25
841;36,61;3,346;122,5;61,25
842;36,61;3,346;122,5;61,25
843;36,61;3,386;123,96;61,98
844;36,61;3,425;125,39;62,7
845;36,61;3,346;122,5;61,25
846;36,61;3,346;122,5;61,25
847;36,61;3,386;123,96;61,98
848;36,61;3,425;125,39;62,7
849;36,61;3,386;123,96;61,98
850;36,61;3,386;123,96;61,98
851;36,61;3,346;122,5;61,25
852;36,61;3,386;123,96;61,98
853;36,61;3,386;123,96;61,98
854;36,61;3,386;123,96;61,98
855;36,61;3,386;123,96;61,98
856;37,01;3,307;122,39;61,2
857;37,01;3,386;125,32;62,66
858;36,61;3,386;123,96;61,98
859;36,61;3,425;125,39;62,7
860;36,61;3,346;122,5;61,25
861;36,61;3,268;119,64;59,82
862;36,61;3,346;122,5;61,25
863;36,61;3,386;123,96;61,98
864;36,61;3,386;123,96;61,98
865;36,61;3,346;122,5;61,25
866;36,61;3,346;122,5;61,25
867;36,61;3,346;122,5;61,25
868;36,61;3,386;123,96;61,98
869;36,22;3,346;121,19;60,6
870;36,61;3,386;123,96;61,98
871;36,61;3,346;122,5;61,25
872;36,61;3,386;123,96;61,98
873;36,61;3,386;123,96;61,98
874;36,61;3,425;125,39;62,7
875;36,61;3,386;123,96;61,98
876;36,61;3,386;123,96;61,98
877;36,61;3,386;123,96;61,98
878;36,61;3,425;125,39;62,7
879;36,61;3,425;125,39;62,7
880;36,61;3,386;123,96;61,98
881;36,61;3,346;122,5;61,25
882;36,61;3,386;123,96;61,98
883;36,61;3,386;123,96;61,98
884;36,61;3,346;122,5;61,25
885;36,61;3,386;123,96;61,98
886;37,01;3,307;122,39;61,2
887;36,61;3,386;123,96;61,98
888;36,61;3,386;123,96;61,98
889;36,61;3,425;125,39;62,7
890;36,61;3,386;123,96;61,98
891;37,01;3,346;123,84;61,92
892;36,61;3,346;122,5;61,25
893;36,61;3,386;123,96;61,98
894;36,22;3,425;124,05;62,02
895;36,61;3,386;123,96;61,98
896;36,61;3,346;122,5;61,25
897;36,61;3,346;122,5;61,25
898;36,61;3,346;122,5;61,25
899;36,61;3,386;123,96;61,98
900;36,61;3,386;123,96;61,98
901;36,61;3,386;123,96;61,98
902;36,61;3,386;123,96;61,98
903;36,61;3,386;123,96;61,98
904;36,61;3,346;122,5;61,25
905;36,61;3,386;123,96;61,98
906;36,61;3,346;122,5;61,25
907;36,61;3,346;122,5;61,25
908;36,61;3,386;123,96;61,98
909;36,61;3,425;125,39;62,7
910;36,61;3,386;123,96;61,98
911;36,61;3,346;122,5;61,25
912;37,01;3,346;123,84;61,92
913;36,61;3,386;123,96;61,98
914;36,61;3,307;121,07;60,54
915;36,61;3,386;123,96;61,98
916;36,61;3,346;122,5;61,25
917;37,01;3,346;123,84;61,92
918;36,61;3,386;123,96;61,98
919;36,61;3,268;119,64;59,82
920;36,61;3,386;123,96;61,98
921;36,61;3,346;122,5;61,25
922;36,61;3,386;123,96;61,98
923;36,61;3,425;125,39;62,7
924;36,22;3,346;121,19;60,6
925;36,61;3,386;123,96;61,98
926;36,61;3,386;123,96;61,98
927;36,61;3,386;123,96;61,98
928;36,61;3,425;125,39;62,7
929;36,61;3,268;119,64;59,82
930;36,61;3,386;123,96;61,98
931;36,61;3,386;123,96;61,98
932;36,61;3,346;122,5;61,25
933;36,61;3,386;123,96;61,98
934;36,61;3,386;123,96;61,98
935;36,61;3,346;122,5;61,25
936;36,61;3,386;123,96;61,98
937;36,61;3,346;122,5;61,25
938;36,61;3,425;125,39;62,7
939;36,61;3,425;125,39;62,7
940;36,61;3,346;122,5;61,25
941;36,61;3,386;123,96;61,98
942;36,61;3,386;123,96;61,98
943;36,61;3,386;123,96;61,98
944;36,22;3,386;122,64;61,32
945;36,61;3,425;125,39;62,7
946;36,61;3,386;123,96;61,98
947;37,01;3,386;125,32;62,66
948;36,61;3,425;125,39;62,7
949;36,61;3,425;125,39;62,7
950;36,61;3,386;123,96;61,98
951;36,61;3,346;122,5;61,25
952;37,01;3,346;123,84;61,92
953;36,61;3,386;123,96;61,98
954;36,22;3,386;122,64;61,32
955;36,61;3,425;125,39;62,7
956;36,61;3,346;122,5;61,25
957;36,61;3,386;123,96;61,98
958;36,61;3,386;123,96;61,98
959;36,22;3,386;122,64;61,32
960;36,61;3,386;123,96;61,98
961;36,61;3,386;123,96;61,98
962;36,61;3,346;122,5;61,25
963;36,61;3,386;123,96;61,98
964;36,22;3,425;124,05;62,02
965;36,61;3,386;123,96;61,98
966;36,61;3,346;122,5;61,25
967;36,61;3,346;122,5;61,25
968;36,61;3,346;122,5;61,25
969;36,61;3,386;123,96;61,98
970;36,22;3,425;124,05;62,02
971;36,61;3,386;123,96;61,98
972;37,01;3,346;123,84;61,92
973;36,61;3,386;123,96;61,98
974;36,61;3,386;123,96;61,98
975;36,61;3,386;123,96;61,98
976;36,61;3,346;122,5;61,25
977;37,01;3,386;125,32;62,66
978;36,61;3,386;123,96;61,98
979;36,22;3,425;124,05;62,02
980;36,61;3,425;125,39;62,7
981;36,61;3,346;122,5;61,25
982;36,61;3,346;122,5;61,25
983;36,61;3,425;125,39;62,7
984;36,61;3,386;123,96;61,98
985;36,61;3,425;125,39;62,7
986;36,61;3,386;123,96;61,98
987;36,61;3,386;123,96;61,98
988;36,61;3,386;123,96;61,98
989;36,22;3,425;124,05;62,02
990;36,61;3,386;123,96;61,98
991;36,61;3,386;123,96;61,98
992;36,61;3,386;123,96;61,98
993;36,61;3,386;123,96;61,98
994;36,22;3,425;124,05;62,02
995;36,61;3,386;123,96;61,98
996;36,61;3,425;125,39;62,7
997;36,61;3,346;122,5;61,25
998;36,61;3,386;123,96;61,98
999;36,61;3,425;125,39;62,7
1000;36,61;3,425;125,39;62,7
1001;36,61;3,386;123,96;61,98
1002;36,61;3,386;123,96;61,98
1003;36,61;3,386;123,96;61,98
1004;36,22;3,425;124,05;62,02
1005;36,61;3,386;123,96;61,98
1006;36,61;3,386;123,96;61,98
1007;36,61;3,346;122,5;61,25
1008;36,61;3,386;123,96;61,98
1009;36,61;3,425;125,39;62,7
1010;36,22;3,386;122,64;61,32
1011;36,61;3,386;123,96;61,98
1012;36,61;3,346;122,5;61,25
1013;36,61;3,346;122,5;61,25
1014;36,61;3,386;123,96;61,98
1015;36,61;3,425;125,39;62,7
1016;36,61;3,346;122,5;61,25
1017;36,61;3,307;121,07;60,54
1018;36,61;3,386;123,96;61,98
1019;36,61;3,425;125,39;62,7
1020;36,22;3,386;122,64;61,32
1021;36,61;3,386;123,96;61,98
1022;36,61;3,386;123,96;61,98
1023;36,61;3,386;123,96;61,98
1024;36,22;3,425;124,05;62,02
1025;36,22;3,425;124,05;62,02
1026;36,61;3,386;123,96;61,98
1027;36,61;3,268;119,64;59,82
1028;36,61;3,425;125,39;62,7
1029;36,61;3,425;125,39;62,7
1030;35,83;3,425;122,72;61,36
1031;36,61;3,386;123,96;61,98
1032;36,61;3,425;125,39;62,7
1033;36,61;3,386;123,96;61,98
1034;36,61;3,425;125,39;62,7
1035;36,22;3,386;122,64;61,32
1036;36,61;3,386;123,96;61,98
1037;36,61;3,386;123,96;61,98
1038;36,61;3,386;123,96;61,98
1039;36,61;3,425;125,39;62,7
1040;36,61;3,425;125,39;62,7
1041;36,61;3,386;123,96;61,98
1042;36,61;3,346;122,5;61,25
1043;36,61;3,386;123,96;61,98
1044;36,61;3,425;125,39;62,7
1045;36,61;3,425;125,39;62,7
1046;36,61;3,386;123,96;61,98
1047;36,61;3,386;123,96;61,98
1048;36,61;3,386;123,96;61,98
1049;36,61;3,425;125,39;62,7
1050;36,22;3,386;122,64;61,32
1051;36,61;3,386;123,96;61,98
1052;36,61;3,386;123,96;61,98
1053;36,61;3,425;125,39;62,7
1054;36,61;3,425;125,39;62,7
1055;36,61;3,425;125,39;62,7
1056;36,61;3,386;123,96;61,98
1057;36,61;3,425;125,39;62,7
1058;36,61;3,386;123,96;61,98
1059;36,61;3,425;125,39;62,7
1060;36,61;3,425;125,39;62,7
1061;36,61;3,386;123,96;61,98
1062;36,61;3,346;122,5;61,25
1063;36,61;3,386;123,96;61,98
1064;36,22;3,425;124,05;62,02
1065;36,61;3,425;125,39;62,7
1066;36,61;3,386;123,96;61,98
1067;36,61;3,386;123,96;61,98
1068;36,61;3,386;123,96;61,98
1069;36,61;3,425;125,39;62,7
1070;36,22;3,386;122,64;61,32
1071;36,61;3,386;123,96;61,98
1072;36,61;3,386;123,96;61,98
1073;36,61;3,386;123,96;61,98
1074;36,61;3,504;128,28;64,14
1075;36,61;3,504;128,28;64,14
1076;36,61;3,425;125,39;62,7
1077;37,01;3,346;123,84;61,92
1078;36,61;3,425;125,39;62,7
1079;36,61;3,425;125,39;62,7
1080;36,22;3,425;124,05;62,02
1081;36,61;3,386;123,96;61,98
1082;36,61;3,346;122,5;61,25
1083;36,61;3,386;123,96;61,98
1084;36,61;3,425;125,39;62,7
1085;36,61;3,386;123,96;61,98
1086;36,61;3,425;125,39;62,7
1087;36,61;3,346;122,5;61,25
1088;36,61;3,386;123,96;61,98
1089;36,22;3,386;122,64;61,32
1090;36,61;3,425;125,39;62,7
1091;36,61;3,386;123,96;61,98
1092;36,61;3,346;122,5;61,25
1093;36,61;3,425;125,39;62,7
1094;36,61;3,386;123,96;61,98
1095;36,22;3,425;124,05;62,02
1096;36,22;3,386;122,64;61,32
1097;36,61;3,346;122,5;61,25
1098;36,61;3,386;123,96;61,98
1099;36,61;3,425;125,39;62,7
1100;36,22;3,386;122,64;61,32
1101;36,61;3,425;125,39;62,7
1102;36,61;3,386;123,96;61,98
1103;36,61;3,425;125,39;62,7
1104;36,61;3,425;125,39;62,7
1105;36,61;3,425;125,39;62,7
1106;36,61;3,425;125,39;62,7
1107;36,61;3,386;123,96;61,98
1108;36,61;3,386;123,96;61,98
1109;36,61;3,425;125,39;62,7
1110;36,61;3,425;125,39;62,7
1111;36,61;3,386;123,96;61,98
1112;36,61;3,386;123,96;61,98
1113;36,61;3,386;123,96;61,98
1114;36,61;3,386;123,96;61,98
1115;36,61;3,425;125,39;62,7
1116;36,61;3,425;125,39;62,7
1117;36,61;3,386;123,96;61,98
1118;36,61;3,386;123,96;61,98
1119;36,61;3,386;123,96;61,98
1120;36,22;3,346;121,19;60,6
1121;36,22;3,425;124,05;62,02
1122;36,61;3,425;125,39;62,7
1123;36,61;3,386;123,96;61,98
1124;36,61;3,425;125,39;62,7
1125;36,61;3,504;128,28;64,14
1126;36,61;3,386;123,96;61,98
1127;36,61;3,386;123,96;61,98
1128;36,61;3,425;125,39;62,7
1129;36,61;3,425;125,39;62,7
1130;36,22;3,425;124,05;62,02
1131;36,61;3,425;125,39;62,7
1132;36,61;3,425;125,39;62,7
1133;36,61;3,386;123,96;61,98
1134;36,61;3,425;125,39;62,7
1135;36,22;3,346;121,19;60,6
1136;36,61;3,425;125,39;62,7
1137;36,61;3,425;125,39;62,7
1138;36,61;3,386;123,96;61,98
1139;36,61;3,425;125,39;62,7
1140;36,61;3,425;125,39;62,7
1141;36,61;3,425;125,39;62,7
1142;36,61;3,386;123,96;61,98
1143;36,61;3,425;125,39;62,7
1144;36,61;3,425;125,39;62,7
1145;36,22;3,425;124,05;62,02
1146;36,61;3,425;125,39;62,7
1147;36,61;3,346;122,5;61,25
1148;36,61;3,386;123,96;61,98
1149;36,61;3,425;125,39;62,7
1150;36,61;3,465;126,85;63,42
1151;36,61;3,425;125,39;62,7
1152;36,61;3,425;125,39;62,7
1153;36,61;3,386;123,96;61,98
1154;36,61;3,425;125,39;62,7
1155;36,22;3,425;124,05;62,02
1156;36,61;3,425;125,39;62,7
1157;36,61;3,386;123,96;61,98
1158;36,61;3,386;123,96;61,98
1159;36,61;3,425;125,39;62,7
1160;36,61;3,386;123,96;61,98
1161;36,61;3,425;125,39;62,7
1162;36,61;3,346;122,5;61,25
1163;36,61;3,386;123,96;61,98
1164;36,61;3,425;125,39;62,7
1165;36,22;3,425;124,05;62,02
1166;36,61;3,425;125,39;62,7
1167;36,61;3,425;125,39;62,7
1168;36,61;3,346;122,5;61,25
1169;36,61;3,425;125,39;62,7
1170;36,61;3,425;125,39;62,7
1171;36,61;3,386;123,96;61,98
1172;36,61;3,425;125,39;62,7
1173;36,61;3,425;125,39;62,7
1174;36,61;3,425;125,39;62,7
1175;36,61;3,425;125,39;62,7
1176;36,61;3,425;125,39;62,7
1177;36,61;3,504;128,28;64,14
1178;36,61;3,425;125,39;62,7
1179;36,61;3,425;125,39;62,7
1180;36,61;3,425;125,39;62,7
1181;36,61;3,425;125,39;62,7
1182;36,61;3,425;125,39;62,7
1183;36,61;3,386;123,96;61,98
1184;36,61;3,386;123,96;61,98
1185;36,61;3,425;125,39;62,7
1186;36,61;3,425;125,39;62,7
1187;36,61;3,425;125,39;62,7
1188;36,61;3,425;125,39;62,7
1189;36,61;3,425;125,39;62,7
1190;36,61;3,425;125,39;62,7
1191;36,61;3,425;125,39;62,7
1192;36,61;3,386;123,96;61,98
1193;36,61;3,425;125,39;62,7
1194;36,61;3,425;125,39;62,7
1195;36,22;3,425;124,05;62,02
1196;36,61;3,425;125,39;62,7
1197;36,61;3,425;125,39;62,7
1198;36,61;3,386;123,96;61,98
1199;36,61;3,425;125,39;62,7
1200;36,61;3,425;125,39;62,7
1201;36,61;3,425;125,39;62,7
1202;36,61;3,425;125,39;62,7
1203;36,61;3,425;125,39;62,7
1204;36,61;3,425;125,39;62,7
1205;36,61;3,425;125,39;62,7
1206;36,61;3,386;123,96;61,98
1207;36,61;3,425;125,39;62,7
1208;36,61;3,425;125,39;62,7
1209;36,61;3,386;123,96;61,98
1210;36,61;3,425;125,39;62,7
1211;36,61;3,425;125,39;62,7
1212;36,61;3,386;123,96;61,98
1213;37,01;3,386;125,32;62,66
1214;36,61;3,425;125,39;62,7
1215;36,61;3,425;125,39;62,7
1216;36,22;3,425;124,05;62,02
1217;36,61;3,425;125,39;62,7
1218;36,61;3,386;123,96;61,98
1219;36,61;3,425;125,39;62,7
1220;36,61;3,425;125,39;62,7
1221;36,22;3,425;124,05;62,02
1222;36,61;3,425;125,39;62,7
1223;36,61;3,425;125,39;62,7
1224;36,61;3,425;125,39;62,7
1225;36,61;3,425;125,39;62,7
1226;36,61;3,425;125,39;62,7
1227;36,61;3,425;125,39;62,7
1228;36,61;3,425;125,39;62,7
1229;36,61;3,425;125,39;62,7
1230;36,61;3,465;126,85;63,42
1231;36,61;3,425;125,39;62,7
1232;36,61;3,425;125,39;62,7
1233;36,61;3,425;125,39;62,7
1234;36,61;3,425;125,39;62,7
1235;36,61;3,465;126,85;63,42
1236;36,61;3,425;125,39;62,7
1237;36,61;3,425;125,39;62,7
1238;36,61;3,425;125,39;62,7
1239;36,61;3,425;125,39;62,7
1240;36,61;3,425;125,39;62,7
1241;36,22;3,425;124,05;62,02
1242;36,22;3,425;124,05;62,02
1243;36,61;3,386;123,96;61,98
1244;36,61;3,425;125,39;62,7
1245;36,61;3,425;125,39;62,7
1246;36,22;3,465;125,5;62,75
1247;36,61;3,425;125,39;62,7
1248;37,01;3,386;125,32;62,66
1249;36,61;3,425;125,39;62,7
1250;36,61;3,425;125,39;62,7
1251;36,22;3,504;126,91;63,46
1252;36,61;3,425;125,39;62,7
1253;37,01;3,425;126,76;63,38
1254;36,61;3,425;125,39;62,7
1255;36,61;3,425;125,39;62,7
1256;36,22;3,425;124,05;62,02
1257;36,61;3,425;125,39;62,7
1258;36,61;3,386;123,96;61,98
1259;36,61;3,386;123,96;61,98
1260;36,61;3,425;125,39;62,7
1261;36,61;3,425;125,39;62,7
1262;36,61;3,425;125,39;62,7
1263;36,61;3,386;123,96;61,98
1264;36,61;3,386;123,96;61,98
1265;36,61;3,425;125,39;62,7
1266;36,22;3,425;124,05;62,02
1267;36,61;3,425;125,39;62,7
1268;36,61;3,386;123,96;61,98
1269;36,61;3,425;125,39;62,7
1270;36,61;3,425;125,39;62,7
1271;36,22;3,425;124,05;62,02
1272;36,61;3,425;125,39;62,7
1273;36,61;3,386;123,96;61,98
1274;36,61;3,425;125,39;62,7
1275;36,61;3,504;128,28;64,14
1276;36,22;3,465;125,5;62,75
1277;36,61;3,425;125,39;62,7
1278;36,61;3,425;125,39;62,7
1279;36,61;3,425;125,39;62,7
1280;36,61;3,465;126,85;63,42
1281;36,22;3,425;124,05;62,02
1282;36,61;3,425;125,39;62,7
1283;37,01;3,386;125,32;62,66
1284;36,61;3,425;125,39;62,7
1285;36,61;3,425;125,39;62,7
1286;36,61;3,386;123,96;61,98
1287;36,61;3,425;125,39;62,7
1288;36,61;3,425;125,39;62,7
1289;36,61;3,386;123,96;61,98
1290;36,61;3,465;126,85;63,42
1291;36,22;3,425;124,05;62,02
1292;36,61;3,425;125,39;62,7
1293;37,01;3,386;125,32;62,66
1294;36,61;3,425;125,39;62,7
1295;36,61;3,425;125,39;62,7
1296;36,22;3,504;126,91;63,46
1297;36,61;3,425;125,39;62,7
1298;36,61;3,425;125,39;62,7
1299;36,61;3,425;125,39;62,7
1300;36,22;3,425;124,05;62,02
1301;36,22;3,425;124,05;62,02
1302;36,61;3,425;125,39;62,7
1303;36,61;3,386;123,96;61,98
1304;36,61;3,425;125,39;62,7
1305;36,61;3,425;125,39;62,7
1306;36,22;3,425;124,05;62,02
1307;36,61;3,425;125,39;62,7
1308;36,61;3,425;125,39;62,7
1309;37,01;3,425;126,76;63,38
1310;36,61;3,425;125,39;62,7
1311;36,61;3,425;125,39;62,7
1312;36,61;3,386;123,96;61,98
1313;36,61;3,386;123,96;61,98
1314;36,61;3,425;125,39;62,7
1315;36,61;3,425;125,39;62,7
1316;36,61;3,465;126,85;63,42
1317;36,61;3,425;125,39;62,7
1318;37,01;3,425;126,76;63,38
1319;36,61;3,425;125,39;62,7
1320;36,61;3,425;125,39;62,7
1321;36,61;3,543;129,71;64,86
1322;36,61;3,425;125,39;62,7
1323;36,61;3,425;125,39;62,7
1324;36,61;3,425;125,39;62,7
1325;36,61;3,425;125,39;62,7
1326;36,22;3,583;129,78;64,89
1327;36,61;3,425;125,39;62,7
1328;36,61;3,425;125,39;62,7
1329;36,61;3,425;125,39;62,7
1330;36,61;3,425;125,39;62,7
1331;36,61;3,425;125,39;62,7
1332;36,61;3,425;125,39;62,7
1333;36,61;3,425;125,39;62,7
1334;37,01;3,425;126,76;63,38
1335;36,61;3,425;125,39;62,7
1336;36,61;3,425;125,39;62,7
1337;36,61;3,425;125,39;62,7
1338;36,61;3,386;123,96;61,98
1339;36,61;3,425;125,39;62,7
1340;36,61;3,425;125,39;62,7
1341;36,61;3,504;128,28;64,14
1342;36,61;3,425;125,39;62,7
1343;36,61;3,425;125,39;62,7
1344;36,61;3,425;125,39;62,7
1345;36,61;3,425;125,39;62,7
1346;36,61;3,425;125,39;62,7
1347;36,61;3,425;125,39;62,7
1348;36,61;3,425;125,39;62,7
1349;36,61;3,425;125,39;62,7
1350;36,61;3,425;125,39;62,7
1351;36,61;3,425;125,39;62,7
1352;36,61;3,425;125,39;62,7
1353;36,61;3,386;123,96;61,98
1354;36,61;3,425;125,39;62,7
1355;36,61;3,425;125,39;62,7
1356;36,61;3,425;125,39;62,7
1357;36,61;3,425;125,39;62,7
1358;36,61;3,425;125,39;62,7
1359;36,61;3,425;125,39;62,7
1360;36,61;3,425;125,39;62,7
1361;36,61;3,425;125,39;62,7
1362;36,61;3,425;125,39;62,7
1363;36,61;3,425;125,39;62,7
1364;36,61;3,425;125,39;62,7
1365;36,61;3,425;125,39;62,7
1366;36,61;3,425;125,39;62,7
1367;36,61;3,425;125,39;62,7
1368;36,61;3,425;125,39;62,7
1369;36,61;3,425;125,39;62,7
1370;36,61;3,425;125,39;62,7
1371;36,61;3,425;125,39;62,7
1372;36,61;3,425;125,39;62,7
1373;36,61;3,425;125,39;62,7
1374;36,61;3,425;125,39;62,7
1375;36,61;3,465;126,85;63,42
1376;36,22;3,504;126,91;63,46
1377;36,61;3,425;125,39;62,7
1378;36,61;3,425;125,39;62,7
1379;36,61;3,425;125,39;62,7
1380;36,61;3,425;125,39;62,7
1381;36,61;3,504;128,28;64,14
1382;36,61;3,425;125,39;62,7
1383;36,61;3,425;125,39;62,7
1384;36,61;3,386;123,96;61,98
1385;36,61;3,425;125,39;62,7
1386;36,22;3,425;124,05;62,02
1387;36,61;3,425;125,39;62,7
1388;36,61;3,425;125,39;62,7
1389;36,61;3,425;125,39;62,7
1390;36,61;3,425;125,39;62,7
1391;36,61;3,465;126,85;63,42
1392;36,61;3,425;125,39;62,7
1393;36,61;3,425;125,39;62,7
1394;36,61;3,425;125,39;62,7
1395;36,61;3,425;125,39;62,7
1396;36,61;3,465;126,85;63,42
1397;36,22;3,425;124,05;62,02
1398;36,61;3,425;125,39;62,7
1399;36,61;3,425;125,39;62,7
1400;36,61;3,425;125,39;62,7
1401;36,61;3,465;126,85;63,42
1402;36,61;3,465;126,85;63,42
1403;36,61;3,425;125,39;62,7
1404;36,61;3,425;125,39;62,7
1405;36,61;3,425;125,39;62,7
1406;36,61;3,425;125,39;62,7
1407;36,61;3,425;125,39;62,7
1408;36,61;3,425;125,39;62,7
1409;36,61;3,425;125,39;62,7
1410;36,61;3,425;125,39;62,7
1411;36,61;3,425;125,39;62,7
1412;36,61;3,465;126,85;63,42
1413;36,61;3,425;125,39;62,7
1414;36,61;3,425;125,39;62,7
1415;36,61;3,425;125,39;62,7
1416;36,61;3,504;128,28;64,14
1417;36,61;3,465;126,85;63,42
1418;36,61;3,425;125,39;62,7
1419;36,61;3,425;125,39;62,7
1420;36,61;3,425;125,39;62,7
1421;36,22;3,425;124,05;62,02
1422;36,61;3,425;125,39;62,7
1423;36,61;3,425;125,39;62,7
1424;36,61;3,425;125,39;62,7
1425;36,61;3,465;126,85;63,42
1426;36,22;3,425;124,05;62,02
1427;36,22;3,425;124,05;62,02
1428;36,61;3,425;125,39;62,7
1429;36,61;3,386;123,96;61,98
1430;36,61;3,425;125,39;62,7
1431;36,22;3,465;125,5;62,75
1432;36,22;3,504;126,91;63,46
1433;36,61;3,425;125,39;62,7
1434;36,61;3,386;123,96;61,98
1435;36,61;3,425;125,39;62,7
1436;36,61;3,504;128,28;64,14
1437;36,61;3,425;125,39;62,7
1438;36,61;3,425;125,39;62,7
1439;36,61;3,425;125,39;62,7
1440;36,61;3,425;125,39;62,7
1441;36,61;3,425;125,39;62,7
1442;36,61;3,425;125,39;62,7
1443;36,61;3,425;125,39;62,7
1444;36,61;3,386;123,96;61,98
1445;36,61;3,425;125,39;62,7
1446;36,61;3,425;125,39;62,7
1447;36,61;3,504;128,28;64,14
1448;36,61;3,425;125,39;62,7
1449;36,61;3,425;125,39;62,7
1450;36,61;3,425;125,39;62,7
1451;36,22;3,504;126,91;63,46
1452;36,61;3,465;126,85;63,42
1453;36,61;3,425;125,39;62,7
1454;36,61;3,425;125,39;62,7
1455;36,61;3,425;125,39;62,7
1456;36,61;3,425;125,39;62,7
1457;36,22;3,425;124,05;62,02
1458;36,61;3,425;125,39;62,7
1459;37,01;3,425;126,76;63,38
1460;36,61;3,425;125,39;62,7
1461;36,61;3,465;126,85;63,42
1462;36,61;3,425;125,39;62,7
1463;36,22;3,425;124,05;62,02
1464;37,01;3,386;125,32;62,66
1465;36,61;3,425;125,39;62,7
1466;36,61;3,504;128,28;64,14
1467;36,61;3,465;126,85;63,42
1468;36,61;3,425;125,39;62,7
1469;36,61;3,425;125,39;62,7
1470;36,61;3,425;125,39;62,7
1471;36,22;3,465;125,5;62,75
1472;36,61;3,425;125,39;62,7
1473;36,61;3,465;126,85;63,42
1474;36,61;3,425;125,39;62,7
1475;36,61;3,425;125,39;62,7
1476;36,61;3,543;129,71;64,86
1477;36,61;3,504;128,28;64,14
1478;36,61;3,425;125,39;62,7
1479;36,61;3,425;125,39;62,7
1480;36,61;3,425;125,39;62,7
1481;36,61;3,465;126,85;63,42
1482;36,61;3,465;126,85;63,42
1483;36,61;3,425;125,39;62,7
1484;36,61;3,425;125,39;62,7
1485;36,61;3,425;125,39;62,7
1486;36,61;3,425;125,39;62,7
1487;36,22;3,425;124,05;62,02
1488;36,61;3,425;125,39;62,7
1489;36,61;3,425;125,39;62,7
1490;36,61;3,425;125,39;62,7
1491;36,61;3,425;125,39;62,7
1492;36,22;3,504;126,91;63,46
1493;36,61;3,504;128,28;64,14
1494;36,61;3,425;125,39;62,7
1495;36,61;3,425;125,39;62,7
1496;36,61;3,425;125,39;62,7
1497;36,61;3,504;128,28;64,14
1498;36,61;3,465;126,85;63,42
1499;36,61;3,425;125,39;62,7
1500;36,61;3,425;125,39;62,7
1501;36,61;3,465;126,85;63,42
1502;36,61;3,425;125,39;62,7
1503;36,61;3,465;126,85;63,42
1504;36,61;3,425;125,39;62,7
1505;36,61;3,425;125,39;62,7
1506;36,61;3,425;125,39;62,7
1507;36,61;3,425;125,39;62,7
1508;36,61;3,425;125,39;62,7
1509;36,61;3,425;125,39;62,7
1510;36,61;3,425;125,39;62,7
1511;36,61;3,425;125,39;62,7
1512;36,61;3,425;125,39;62,7
1513;36,61;3,425;125,39;62,7
1514;36,61;3,425;125,39;62,7
1515;37,01;3,425;126,76;63,38
1516;36,61;3,504;128,28;64,14
1517;36,61;3,425;125,39;62,7
1518;36,61;3,425;125,39;62,7
1519;36,61;3,425;125,39;62,7
1520;36,61;3,425;125,39;62,7
1521;36,22;3,425;124,05;62,02
1522;36,22;3,543;128,33;64,17
